id,url,title,content,label
8,https://www.aosfatos.org/noticias/falso-marina-silva-nanomisseis-incendios-amazonia/,Marina Silva não disse que nanomísseis e irregularidades cósmicas são causa de incêndios na Amazônia,ministra ambiente marina silva afirmar incêndio amazônia causar nanomíssel irregularidade cósmico alegar publicação rede peça desinformação alegação tirar contexto falar ministra durante evento manaus ocasião silva usar metáfora traçar paralelo guerra mudança climático publicações conteúdo enganoso acumular visualização tiktok curtida instagram feira posts rede compartilhar contexto trecho participação marina silva tedxamazônia novembro alegar ministra atribuir atual incêndio atingir amazônia nanomíssel lançar atmosfera irregularidade cósmico cena difunder peça desinformação silva usar metáfora comparação guerra mudança climático queimar bioma provocar principalmente ação humano apesar vídeo palestra disponível público canal oficial tedxamazônia fatos obter gravação completo organização evento filmagem mostrar momento trecho destacar peça desinformação marina avisar metáfora conflito armar mudança climático haver guerra ambiente lançamento nanomíssel atmosfer metáforo poluição abaixo ir metáfora parecer forte estar viver efeito guerra devastadoro vida pessoa civil inocente precisar entender acontecer mudança clima guerra imperceptível estivéssemos lançar nanomíssel atmosfera mudar regularidade cósmico afirmar ministra diversos ocasião silva reiterar queimar amazônia causar principalmente ação humano tese corroborar especialista outubro ministra afirmar principal vetor incêndio desmatamento fogo fazer propositalmente criminoso transformação cobertura vegetal determinar uso ateamento fogo causa citar ministra estiagem provocar fenômeno climático el niño acúmulo matéria orgânica seca suscetível fogo amazonas estados bioma sofrer atualmente queimar setembro registrar foco incêndio início série histórico inpe instituto nacional pesquisas espaciais encoberta agosto fumaçar manaus registrar pico fumaça último feira sensor inpe conseguir estabelecer diferença nuvem poluição,0
9,https://www.aosfatos.org/noticias/falso-video-sergio-massa-cocaina/,É falso vídeo que mostra Sergio Massa cheirando cocaína,vídeo mostrar ministro economia argentina candidato presidência país sergio massa cheirar cocaína gravação circular rede editar incluir rosto político filmagem antigo mostrar homem identificar consumir droga vídeo manipular acumular dezena milhar visualização tiktok kwai centena compartilhamento facebook twitter feira editar vídeo circular rede crer candidato argentino sergio massa ter ser flagrar cheirar cocaína buscar reverso fato verificar peça desinformação manipular gravação disponível rede mostrar outro homem identificar consumir droga abaixo comparação frame mostrar homem usar mesmo roupa mão mesmo vídeo voz presente gravação original permanecer vídeo editar edição vídeo manipular dir mostrar massa mesmo roupa mesmo homem gravação original esq virar meme rede reprodução youtube massa disputar turno eleição presidencial argentina candidato extremo javier milei dia novembro etapa pleito candidato governista ficar cerca voto milei terminar turno peça desinformação tentar relacionar massa consumo cocaína agências checagem argentina desmentir político ter receber eleitor pacote droga fotor antigo mostrar fileira cocaína meso,0
10,https://www.aosfatos.org/noticias/video-falso-militares-venezuelanos-no-Brasil/,Vídeo não mostra militares venezuelanos discutindo com civis brasileiros,vídeo mostrar militar venezuelano invadir território brasileiro permissão exército imagem ser compartilhar contexto rede peça desinformação registrar realidade exercício simulação realizar fuzileiro naval marinha brasileiro espírito santo outubro ano publicações conteúdo enganoso acumular curtida instagram milhar visualização kwai tiktok feira venezuelano militar aparecer discutir civis vídeo viralizar rede imagem verdade mostrar exercício realizar marinha brasileiro espírito santo outubror ano conforme informar fatos comando corpo fuzileiros navais imagem gravar itapemirim es cidade ficar km distância fronteira venezuela abaixo registro presente google maps atestar registro compartilhar peça desinformação fazer avenida guanandy outro fronteira venezuela ficar norte brasil km distância espírito santo reprodução google maps treinamento anunciar marinha outubro acordo força militar fuzileiro participar situação simular patrulhamento escoltar comboio dia,0
11,https://www.aosfatos.org/noticias/acao-contra-vacinacao-criancas-antiga-derrubada-justica-2022/,Ação contra vacinação de crianças e adolescentes não é recente e foi derrubada pela Justiça em 2022,antigo reportagem redetv news noticiar procurador entrar ação impedir vacinação obrigatório criança adolescente covid indeferir ação série alegação enganoso imunizante uso liberar brasil conclusão faser teste clínico vídeo descontextualizar acumular compartilhamento facebook milhar visualização kwai tiktok feira publicações rede enganar compartilhar ser recente denúncia fazer mpf ministério público federal uberlândia mg ano passado suposto reação adverso criança adolescente vacina covid redetv falar processo arquivar justiça ocasião procurador cléber eustáquio neves solicitar vacinação jovem deixar obrigatório autoridade criar fundo tratamento indenização apresentar efeito adverso imunização processo entanto indeferir abril circunstância tratar auto sedimentar stf constituir obrigação ente público configurar conduta indenizável desinformação reportagem compartilhar peça desinformação trazer trecho ação procurador alegação enganoso vacina de elas anvisa agência nacional vigilância sanitária ter aprovar imunizante pfizer criança adolescente término fase teste clínico realidade agência autorizar aplicação jovem análise dar teste clínico criança ano adolescente ano setembro aprovar aplicação criança ano vale ressaltar medicamento disponibilizar fase teste fase verdade monitoramento fazer farmacêutico comercialização produto etapar empresa analisar interação remédio ocorrência reação adverso raro informação enganoso presente vídeo pfizer ter omitir inclusão posterior substância trometamino imunizante voltar jovem composto responsável evitar miocardite criança trometamina constar vacino aprovação anvisa servir aumentar prazo validade medicamento fatos entrar contato mpf minas gerais procurador comentar checagem publicação texto haver resposta,0
12,https://www.aosfatos.org/noticias/posts-usam-video-antigo-afirmar-governo-lula-defende-taxacao-do-sol/,Posts usam vídeo antigo para afirmar que governo Lula defende ‘taxação do sol’,governo lula pt aneel agência nacional energia elétrica decidir recentemente taxar geração energia sistema painel solar conectar rede elétrico tributo ficar taxação sol publicações alegação compartilhar vídeo ano agência apresentar proposta estabelecida lei sancionar jair bolsonaro pl taxa passar vigorar ano posts conteúdo enganoso acumular compartilhamento facebook feira centena curtida instagram peça desinformação circular diversos versão tiktok kwai telegram whatsapp falar fátima publicações rede enganar relacionar proposta ficar taxação sol fazer aneel instituir lei governo bolsonaro gestão lula post enganoso compartilhar trecho programa afiliar sbt mato grosso sul veicular originalmente outubro apresentador criticar taxa lei criar marco legal microgeração minigeração energia sancionar bolsonaro janeiro passar valer janeiro ano norma prever pagamento distribuidora tusd tarifa uso distribuição fio quitar consumidor gerar energia painel solar contrapartida consumidor obter crédito contar luz lei prever transição gradativo taxa caso consumidor instalar captação energia solar sanção norma cobrança inicial chegar porcentagem mencionar peça desinformação referência propor inicial aneel entrevistar folha paulo época presidente absolar associação brasileira energia solar fotovoltaica rodrigo sauaia afirmar taxa propostas agência limitar cerca crédito poder retornar proprietário painel fotovoltaico consumidor receber quase pagar distribuidora crédito contar luz,0
13,https://www.aosfatos.org/noticias/video-antigo-de-seguranca-agredindo-crianca-na-suecia-e-falsamente-relacionado-a-conflito-entre-hamas-e-israel/,Vídeo antigo de segurança agredindo criança na Suécia é falsamente relacionado a conflito entre Hamas e Israel,gravar recentemente frente embaixar estados unidos jerusalém cena agente segurança estrangular criança vídeo ser compartilhar rede mostrar policial israelense agredir jovem palestino filmar verdade suécia ocasião guarda sufocar menino ano ter fugir lar publicação conteúdo enganoso acumular cerca compartilhamento ex twitter centena curtida instagram feira peça desinformação circular whatsapp plataformar estimar alcance fale fátima vídeo gravar mostrar guarda estrangular criança ano suécia ser compartilhar rede ser recente mostrar agente israelense sufocar criança palestino durante protesto frente embaixar estados unidos jerusalém agressão ocorrer estação trem cidade malmo fevereiro ano guardar aparecer filmagem segurança estação ferroviário estar cumprido ordem deter criança ter fugir lar viajar pagar transporte época polícia acionar investigar caso responsável agressão suspender fato encontrar atualização recente incidente pedir desinformação circular contexto checar afp indiano factly,0
14,https://www.aosfatos.org/noticias/denuncia-de-suposto-superfaturamento-em-kit-odontologico-nao-tem-relacao-com-governo-lula/,Denúncia de suposto superfaturamento em kit odontológico não tem relação com governo Lula,governo lula pt denúnciar fazer vídeo suposto superfaturamento compra material didático infantil dica saúde bucal peça desinformação circular rede compartilhar gravação vereador laguna sc kleber lopes união brasil sc criticar kit adquirir prefeitura âmbito crescer sorrindo projeto estadual licitar secretaria municipal saúde vídeo descontextualizar acumular visualização kwai milhar visualização tiktok início feira publicação circular whatsapp plataformar estimar alcance conteúdo falar fátima vídeo mostrar homem criticar gastar prefeitura comprar kit odontológico ser compartilhar distorcido rede sugerir caso desvio verba governo lula pt pessoa aparecer gravação vereador kleber lopes união sc publicar denúncia originalmente perfil instagram legendar acusar prefeitura laguna gestão samir ahmad partido superfaturamento projeto crescer sorrindo ação municipal secretaria saúde secretaria educação laguna envolver distribuição item higiene bucal ação conscientização crianç licitação projeto constar site prefeitura citar nenhum participação ministério saúde governo federal nota enviar fatos prefeitura laguna negar projeto ter participação governo lula dizer esfera estadual lopes prefeitura ter gastar milhão compra kit resultar preço cerca kit apresentar vereador compatível presente licitação entrevisto imprensa último feira empresária graziela laureano idealizadora crescer sorrindo afirmar conta incorreto preço levar conta aspecto propriedade intelectual planejamento projeto educacional prefeitura laguna abrir inquérito administrativo apurar caso afirmar secretaria saúde gestão próprio decisão passar administração município acordo prefeito secretário saúde afastar denúncia apurar caso enviar ministério público,0
15,https://www.aosfatos.org/noticias/video-mostra-tuneis-hezbollah-nao-passagens-hamas-invadir-israel/,"Vídeo mostra túneis do Hezbollah, não passagens construídas pelo Hamas para invadir Israel",reportagem recente mostrar túnel construir extremista palestino hamas faixa gaza invadir israel crer publicação rede registro original veicular junho record mostrar escavação fazer membro movimento xiita hezbollah fronteira líbano israel publicações conteúdo enganoso acumular compartilhamento facebook início terça feira peça desinformação circular tiktok acumular visualização publicação rede compartilhar reportagem veicular junho jornal record túnel escavar hezbollah fronteira israel líbano alegar tratar passagem abrir hamas faixa gaza registro original jornalista afirmar escavação metros profundidade km extensão fazer xiita libanês descoberta exército israel partido político armar xiita libanês apoiar irã hezbollah diferente hamas origem palestina movimento entanto aliado comum considerar israel inimigo durante atual conflito oriente médio libanês atacar território israelense gerar contraofensivo fato entanto hamas controlar extenso rede túnel faixa gaza nessas passagem ser equipar trilho eletricidade estar escondido militante arsenal foguete refém capturar ofensiva israelense território palestino tentar destruir caminho subterrâneo,0
16,https://www.aosfatos.org/noticias/e-falso-que-max-verstappen-criticou-ludmilla/,É falso que Max Verstappen criticou Ludmilla,piloto holandês fórmula max verstappen afirmar cantora ludmilla talento questionar apresentação artista cantar hino nacional aberturar gp paulo domingo peça desinformação inserir áudio legenda falso vídeo publicar red bull brasil piloto comentar desempenho temporadar menção brasileiro publicações conteúdo enganoso acumular visualização tiktok milhar visualização plataforma vídeo curto kwai terça feira publicações rede compartilhar vídeo editar crer max verstappen criticar apresentação ludmilla aberturar gp brasil fórmula domingo registro original publicar ex twitter red bull brasil domingo apresentaçãoo cantor ocorrer voltar nenhum gravação verstappen menção ludmilla vídeo homem questionar verstappen ter sensação ter ganhar competição ver conquistar título campeão mundial ano maneira antecipar outubro vencer gp qatar piloto rebater mentalidade vir intenção vencer corrida fatos encontrar crítico verstappen performance ludmilla perfis oficial piloto instagram facebook peça desinformação passar circular crítica fazer usuário rede problema ocorrer durante interpretação hino nacional brasileiro ludmilla durante abertura gp paulo vídeo publicar instagram artista dizer haver falha som início apresentação falhinho som início enfim gente tirar letra arrasar dizer,0
17,https://www.aosfatos.org/noticias/posts-distorcem-fala-renata-lo-prete-mortes-criancas-gaza/,Posts distorcem fala de Renata Lo Prete sobre mortes de crianças em Gaza,jornalista renata lo prete afirmar alto morte criança faixa gaza fato palestino ter filho publicação rede alegação distorcer contexto falar apresentadora mostrar percentual jovem morto conflito israel hamas compatível pirâmide etário região peça desinformação acumular centena compartilhamento curtida facebook instagram respectivamente terça feira publicação rede distorcer trecho edição novembro jornal globo alegar renata lo prete ter justificar alto morte criança faixa gaza fato palestino filho falar entanto jornalista explicar dado publicar ministério saúde gaza auditar independente ser compatível demografia região trecho compartilhar peça desinformação lo prete mostrar acordo ministério controlar hamas morto palestino total ser criança porcentagem proporcional quantidade criança jovem ano viver região representar milhão habitante faixa gaza escritório central estatísticas palestina sequência jornalista citar outro dado escritório central estatísticas palestina referente período explicar gaza haver alto taxa natalidade médio filho mulher critério comparação brasil taxa filho mulher acordo relatório ano divulgar onu organização nações unidas difundir mentira horrível abri edição destacar morrer gaza criança conflito armar mundo resposta comentário usuária renata afirmar ser difundir mentira horrível mostrar quão jovem população território justificar ataque contrário acordo agência onu refugiado palestino dia outubro idade matar ferir gaza minuto dar divulgar ministério saúde região apontar jovem morrer decorrência conflito hamas israel,0
18,https://www.aosfatos.org/noticias/governo-lula-nao-criou-taxa-para-uso-de-pocos-artesianos/,Governo Lula não criou taxa para uso de poços artesianos,falso vídeo afirmar governo lula pt instituir cobrança taxa mensal proprietário rural poder água poço artesiano instalar terra haver decisão semelhante executivo federal legislação determinar estado definir tarifa uso recurso hídrico post tirar contexto gravação fazer ceará homem identificar reclamar tarifa estadual prever publicação falso acumular milhão visualização tiktok centena compartilhamento facebook terça feira peça enganoso circular whatsapp plataformar estimar alcance conteúdo falar fátima diferentemente afirmar vídeo viral rede presidente luiz inácio lula silva pt determinar cobrança taxa proprietário poço artesiano fato encontrar nenhum decreto governo federal ter instituir tarifa semelhante nota ana agência nacional águas afirmar gestão água subterrâneo caber estado ser união legalmente instituir cobrança uso água subterrâneo afirmar agência peça desinformação usar suposto prova instituição taxa vídeo homem identificar afirmar ter pagar uso poço artesiano instalar propriedade fato verificar registro gravar câmara municipal morada ce publicar originalmente deputado estadual felipe mota união ce dia junto legenda criticar gestão governador elmano freitas pt lula cobrança taxa uso poço artesiano entanto determinar ceará atual gestão conforme explicar secretaria recursos hídricos nota enviar fatos pagamento prever governador tasso jereissati psdb constar política estadual recursos hídricos atualmente vigor lei determinar tarifa calcular conerh recursos hídricos ceará referendar decreto estadual atual vale ressaltar lei política nacional recursos hídricos lei saneamento básico preveer pagamento taxa tarifa uso poço particular,0
19,https://www.aosfatos.org/noticias/posts-inserem-audios-falsos-videos-famosos-para-vender-tratamentos-sem-comprovacao/,Posts inserem áudios falsos em vídeos de famosos para vender tratamentos sem comprovação,famoso ator tony ramos apresentador silvio santos padre fábio melo promover entrevista medicamento natural prometer cura milagroso diverso problema saúde publicação rede alegação compartilhar vídeo manipular substituir áudio original imitação voz artista contatadas fatos assessoria envolver negar vínculo suposto remédio publicação desinformativo acumular cerca compartilhamento visualização facebook feirar post enganoso receber impulsionamento pagar acordo biblioteca anúncio meta publicações rede compartilhar série vídeo manipular crer famoso promover entrevista medicamento tratamento natural prometer cura problema saúde artrite artrose disfunção erétil filmagem áudio original substituír imitação vídeo enganoso remetir endereço falsificar identidade visual portal notícia agosto tv aparecida durante programa cantor falar carreira citar suplemento contatada assessoria músico responder vídeo tony ramos glória pires registrar abril ano entrevista gravar durante festa lançamento novela terra paixão versão manipular ramos ter supostamente dizer curar artrose consumir óleo avestruz haver entanto menção suplemento registro original nota assessorio negar conhecimento informação veicular vídeo afirmar ator propagandar remédio entrevistar padre fábio melo fantástico agosto tirar contexto promover tratamento zumbido ouvir vídeo original entanto melo comentar quadro síndrome pânico nota assessorio afirmar padre endossar nenhum produto tratamento comercializar rede social trecho entrevista fazer apresentadora leda nagle nutrólogo lair ribeiro áudio manipular entender conversar tratamento supostamente indicar curar incontinência urinário homem passar cirurgia próstata fato encontrar menção compor quase hora vídeo contatar assessoriar nagle responder,0
